codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_leishmaniose_tegumentar_americana
315760,Santa Fé de Minas,2018,10,2018-10-01,0
315760,Santa Fé de Minas,2018,11,2018-11-01,0
315760,Santa Fé de Minas,2018,12,2018-12-01,0
315780,Santa Luzia,2018,1,2018-1-01,2
315780,Santa Luzia,2018,2,2018-2-01,1
315780,Santa Luzia,2018,3,2018-3-01,1
315780,Santa Luzia,2018,4,2018-4-01,2
315780,Santa Luzia,2018,5,2018-5-01,0
315780,Santa Luzia,2018,6,2018-6-01,0
315780,Santa Luzia,2018,7,2018-7-01,1
315780,Santa Luzia,2018,8,2018-8-01,0
315780,Santa Luzia,2018,9,2018-9-01,1
315780,Santa Luzia,2018,10,2018-10-01,0
315780,Santa Luzia,2018,11,2018-11-01,2
315780,Santa Luzia,2018,12,2018-12-01,1
315790,Santa Margarida,2018,1,2018-1-01,0
315790,Santa Margarida,2018,2,2018-2-01,0
315790,Santa Margarida,2018,3,2018-3-01,0
315790,Santa Margarida,2018,4,2018-4-01,0
315790,Santa Margarida,2018,5,2018-5-01,0
315790,Santa Margarida,2018,6,2018-6-01,0
315790,Santa Margarida,2018,7,2018-7-01,0
315790,Santa Margarida,2018,8,2018-8-01,0
315790,Santa Margarida,2018,9,2018-9-01,1
315790,Santa Margarida,2018,10,2018-10-01,0
315790,Santa Margarida,2018,11,2018-11-01,0
315790,Santa Margarida,2018,12,2018-12-01,0
315800,Santa Maria de Itabira,2018,1,2018-1-01,0
315800,Santa Maria de Itabira,2018,2,2018-2-01,1
315800,Santa Maria de Itabira,2018,3,2018-3-01,0
315800,Santa Maria de Itabira,2018,4,2018-4-01,0
315800,Santa Maria de Itabira,2018,5,2018-5-01,0
315800,Santa Maria de Itabira,2018,6,2018-6-01,0
315800,Santa Maria de Itabira,2018,7,2018-7-01,0
315800,Santa Maria de Itabira,2018,8,2018-8-01,0
315800,Santa Maria de Itabira,2018,9,2018-9-01,0
315800,Santa Maria de Itabira,2018,10,2018-10-01,0
315800,Santa Maria de Itabira,2018,11,2018-11-01,1
315800,Santa Maria de Itabira,2018,12,2018-12-01,0
315810,Santa Maria do Salto,2018,1,2018-1-01,0
315810,Santa Maria do Salto,2018,2,2018-2-01,0
315810,Santa Maria do Salto,2018,3,2018-3-01,0
315810,Santa Maria do Salto,2018,4,2018-4-01,0
315810,Santa Maria do Salto,2018,5,2018-5-01,1
315810,Santa Maria do Salto,2018,6,2018-6-01,0
315810,Santa Maria do Salto,2018,7,2018-7-01,0
315810,Santa Maria do Salto,2018,8,2018-8-01,0
315810,Santa Maria do Salto,2018,9,2018-9-01,0
315810,Santa Maria do Salto,2018,10,2018-10-01,0
315810,Santa Maria do Salto,2018,11,2018-11-01,0
315810,Santa Maria do Salto,2018,12,2018-12-01,0
315820,Santa Maria do Suaçuí,2018,1,2018-1-01,1
315820,Santa Maria do Suaçuí,2018,2,2018-2-01,0
315820,Santa Maria do Suaçuí,2018,3,2018-3-01,0
315820,Santa Maria do Suaçuí,2018,4,2018-4-01,1
315820,Santa Maria do Suaçuí,2018,5,2018-5-01,0
315820,Santa Maria do Suaçuí,2018,6,2018-6-01,0
315820,Santa Maria do Suaçuí,2018,7,2018-7-01,0
315820,Santa Maria do Suaçuí,2018,8,2018-8-01,0
315820,Santa Maria do Suaçuí,2018,9,2018-9-01,0
315820,Santa Maria do Suaçuí,2018,10,2018-10-01,1
315820,Santa Maria do Suaçuí,2018,11,2018-11-01,0
315820,Santa Maria do Suaçuí,2018,12,2018-12-01,1
315935,Santa Rita de Minas,2018,1,2018-1-01,1
315935,Santa Rita de Minas,2018,2,2018-2-01,6
315935,Santa Rita de Minas,2018,3,2018-3-01,0
315935,Santa Rita de Minas,2018,4,2018-4-01,0
315935,Santa Rita de Minas,2018,5,2018-5-01,5
315935,Santa Rita de Minas,2018,6,2018-6-01,0
315935,Santa Rita de Minas,2018,7,2018-7-01,0
315935,Santa Rita de Minas,2018,8,2018-8-01,2
315935,Santa Rita de Minas,2018,9,2018-9-01,3
315935,Santa Rita de Minas,2018,10,2018-10-01,5
315935,Santa Rita de Minas,2018,11,2018-11-01,3
315935,Santa Rita de Minas,2018,12,2018-12-01,0
315980,Santa Vitória,2018,1,2018-1-01,0
315980,Santa Vitória,2018,2,2018-2-01,0
315980,Santa Vitória,2018,3,2018-3-01,0
315980,Santa Vitória,2018,4,2018-4-01,0
315980,Santa Vitória,2018,5,2018-5-01,0
315980,Santa Vitória,2018,6,2018-6-01,0
315980,Santa Vitória,2018,7,2018-7-01,0
315980,Santa Vitória,2018,8,2018-8-01,0
315980,Santa Vitória,2018,9,2018-9-01,1
315980,Santa Vitória,2018,10,2018-10-01,0
315980,Santa Vitória,2018,11,2018-11-01,0
315980,Santa Vitória,2018,12,2018-12-01,0
315850,Santana de Pirapama,2018,1,2018-1-01,1
315850,Santana de Pirapama,2018,2,2018-2-01,0
315850,Santana de Pirapama,2018,3,2018-3-01,0
315850,Santana de Pirapama,2018,4,2018-4-01,1
315850,Santana de Pirapama,2018,5,2018-5-01,0
315850,Santana de Pirapama,2018,6,2018-6-01,0
315850,Santana de Pirapama,2018,7,2018-7-01,0
315850,Santana de Pirapama,2018,8,2018-8-01,0
315850,Santana de Pirapama,2018,9,2018-9-01,1
315850,Santana de Pirapama,2018,10,2018-10-01,1
315850,Santana de Pirapama,2018,11,2018-11-01,0
315850,Santana de Pirapama,2018,12,2018-12-01,0
315860,Santana do Deserto,2018,1,2018-1-01,0
315860,Santana do Deserto,2018,2,2018-2-01,0
315860,Santana do Deserto,2018,3,2018-3-01,0
315860,Santana do Deserto,2018,4,2018-4-01,0
315860,Santana do Deserto,2018,5,2018-5-01,0
315860,Santana do Deserto,2018,6,2018-6-01,0
315860,Santana do Deserto,2018,7,2018-7-01,2
315860,Santana do Deserto,2018,8,2018-8-01,0
315860,Santana do Deserto,2018,9,2018-9-01,0
315860,Santana do Deserto,2018,10,2018-10-01,2
315860,Santana do Deserto,2018,11,2018-11-01,0
315860,Santana do Deserto,2018,12,2018-12-01,0
315890,Santana do Manhuaçu,2018,1,2018-1-01,0
315890,Santana do Manhuaçu,2018,2,2018-2-01,1
315890,Santana do Manhuaçu,2018,3,2018-3-01,0
315890,Santana do Manhuaçu,2018,4,2018-4-01,2
315890,Santana do Manhuaçu,2018,5,2018-5-01,0
315890,Santana do Manhuaçu,2018,6,2018-6-01,0
315890,Santana do Manhuaçu,2018,7,2018-7-01,0
315890,Santana do Manhuaçu,2018,8,2018-8-01,0
315890,Santana do Manhuaçu,2018,9,2018-9-01,0
315890,Santana do Manhuaçu,2018,10,2018-10-01,0
315890,Santana do Manhuaçu,2018,11,2018-11-01,0
315890,Santana do Manhuaçu,2018,12,2018-12-01,0
315895,Santana do Paraíso,2018,1,2018-1-01,2
315895,Santana do Paraíso,2018,2,2018-2-01,0
315895,Santana do Paraíso,2018,3,2018-3-01,0
315895,Santana do Paraíso,2018,4,2018-4-01,0
315895,Santana do Paraíso,2018,5,2018-5-01,2
315895,Santana do Paraíso,2018,6,2018-6-01,0
315895,Santana do Paraíso,2018,7,2018-7-01,0
315895,Santana do Paraíso,2018,8,2018-8-01,0
315895,Santana do Paraíso,2018,9,2018-9-01,0
315895,Santana do Paraíso,2018,10,2018-10-01,0
315895,Santana do Paraíso,2018,11,2018-11-01,0
315895,Santana do Paraíso,2018,12,2018-12-01,0
315910,Santana dos Montes,2018,1,2018-1-01,1
315910,Santana dos Montes,2018,2,2018-2-01,0
315910,Santana dos Montes,2018,3,2018-3-01,0
315910,Santana dos Montes,2018,4,2018-4-01,0
315910,Santana dos Montes,2018,5,2018-5-01,0
315910,Santana dos Montes,2018,6,2018-6-01,0
315910,Santana dos Montes,2018,7,2018-7-01,0
315910,Santana dos Montes,2018,8,2018-8-01,0
315910,Santana dos Montes,2018,9,2018-9-01,0
315910,Santana dos Montes,2018,10,2018-10-01,0
315910,Santana dos Montes,2018,11,2018-11-01,0
315910,Santana dos Montes,2018,12,2018-12-01,0
315990,Santo Antônio do Amparo,2018,1,2018-1-01,0
315990,Santo Antônio do Amparo,2018,2,2018-2-01,1
315990,Santo Antônio do Amparo,2018,3,2018-3-01,0
315990,Santo Antônio do Amparo,2018,4,2018-4-01,0
315990,Santo Antônio do Amparo,2018,5,2018-5-01,1
315990,Santo Antônio do Amparo,2018,6,2018-6-01,0
315990,Santo Antônio do Amparo,2018,7,2018-7-01,1
315990,Santo Antônio do Amparo,2018,8,2018-8-01,0
315990,Santo Antônio do Amparo,2018,9,2018-9-01,0
315990,Santo Antônio do Amparo,2018,10,2018-10-01,0
315990,Santo Antônio do Amparo,2018,11,2018-11-01,0
315990,Santo Antônio do Amparo,2018,12,2018-12-01,0
316045,Santo Antônio do Retiro,2018,1,2018-1-01,1
316045,Santo Antônio do Retiro,2018,2,2018-2-01,0
316045,Santo Antônio do Retiro,2018,3,2018-3-01,1
316045,Santo Antônio do Retiro,2018,4,2018-4-01,0
316045,Santo Antônio do Retiro,2018,5,2018-5-01,0
316045,Santo Antônio do Retiro,2018,6,2018-6-01,1
316045,Santo Antônio do Retiro,2018,7,2018-7-01,0
316045,Santo Antônio do Retiro,2018,8,2018-8-01,0
316045,Santo Antônio do Retiro,2018,9,2018-9-01,0
316045,Santo Antônio do Retiro,2018,10,2018-10-01,0
316045,Santo Antônio do Retiro,2018,11,2018-11-01,0
316045,Santo Antônio do Retiro,2018,12,2018-12-01,0
316050,Santo Antônio do Rio Abaixo,2018,1,2018-1-01,0
316050,Santo Antônio do Rio Abaixo,2018,2,2018-2-01,1
316050,Santo Antônio do Rio Abaixo,2018,3,2018-3-01,0
316050,Santo Antônio do Rio Abaixo,2018,4,2018-4-01,0
316050,Santo Antônio do Rio Abaixo,2018,5,2018-5-01,0
316050,Santo Antônio do Rio Abaixo,2018,6,2018-6-01,0
316050,Santo Antônio do Rio Abaixo,2018,7,2018-7-01,0
316050,Santo Antônio do Rio Abaixo,2018,8,2018-8-01,0
316050,Santo Antônio do Rio Abaixo,2018,9,2018-9-01,0
316050,Santo Antônio do Rio Abaixo,2018,10,2018-10-01,0
316050,Santo Antônio do Rio Abaixo,2018,11,2018-11-01,0
316050,Santo Antônio do Rio Abaixo,2018,12,2018-12-01,0
316060,Santo Hipólito,2018,1,2018-1-01,0
316060,Santo Hipólito,2018,2,2018-2-01,1
316060,Santo Hipólito,2018,3,2018-3-01,0
316060,Santo Hipólito,2018,4,2018-4-01,0
316060,Santo Hipólito,2018,5,2018-5-01,0
316060,Santo Hipólito,2018,6,2018-6-01,0
316060,Santo Hipólito,2018,7,2018-7-01,0
316060,Santo Hipólito,2018,8,2018-8-01,1
316060,Santo Hipólito,2018,9,2018-9-01,1
316060,Santo Hipólito,2018,10,2018-10-01,0
316060,Santo Hipólito,2018,11,2018-11-01,0
316060,Santo Hipólito,2018,12,2018-12-01,1
316095,São Domingos das Dores,2018,1,2018-1-01,1
316095,São Domingos das Dores,2018,2,2018-2-01,0
316095,São Domingos das Dores,2018,3,2018-3-01,0
316095,São Domingos das Dores,2018,4,2018-4-01,2
316095,São Domingos das Dores,2018,5,2018-5-01,0
316095,São Domingos das Dores,2018,6,2018-6-01,1
316095,São Domingos das Dores,2018,7,2018-7-01,3
316095,São Domingos das Dores,2018,8,2018-8-01,1
316095,São Domingos das Dores,2018,9,2018-9-01,0
316095,São Domingos das Dores,2018,10,2018-10-01,1
316095,São Domingos das Dores,2018,11,2018-11-01,2
316095,São Domingos das Dores,2018,12,2018-12-01,1
316100,São Domingos do Prata,2018,1,2018-1-01,0
316100,São Domingos do Prata,2018,2,2018-2-01,0
316100,São Domingos do Prata,2018,3,2018-3-01,0
316100,São Domingos do Prata,2018,4,2018-4-01,0
316100,São Domingos do Prata,2018,5,2018-5-01,1
316100,São Domingos do Prata,2018,6,2018-6-01,0
316100,São Domingos do Prata,2018,7,2018-7-01,0
316100,São Domingos do Prata,2018,8,2018-8-01,0
316100,São Domingos do Prata,2018,9,2018-9-01,1
316100,São Domingos do Prata,2018,10,2018-10-01,0
316100,São Domingos do Prata,2018,11,2018-11-01,0
316100,São Domingos do Prata,2018,12,2018-12-01,0
316110,São Francisco,2018,1,2018-1-01,0
316110,São Francisco,2018,2,2018-2-01,0
316110,São Francisco,2018,3,2018-3-01,0
316110,São Francisco,2018,4,2018-4-01,0
316110,São Francisco,2018,5,2018-5-01,0
316110,São Francisco,2018,6,2018-6-01,0
316110,São Francisco,2018,7,2018-7-01,0
316110,São Francisco,2018,8,2018-8-01,1
316110,São Francisco,2018,9,2018-9-01,2
316110,São Francisco,2018,10,2018-10-01,2
316110,São Francisco,2018,11,2018-11-01,0
316110,São Francisco,2018,12,2018-12-01,0
316170,São Gonçalo do Abaeté,2018,1,2018-1-01,0
316170,São Gonçalo do Abaeté,2018,2,2018-2-01,0
316170,São Gonçalo do Abaeté,2018,3,2018-3-01,1
316170,São Gonçalo do Abaeté,2018,4,2018-4-01,0
316170,São Gonçalo do Abaeté,2018,5,2018-5-01,0
316170,São Gonçalo do Abaeté,2018,6,2018-6-01,0
316170,São Gonçalo do Abaeté,2018,7,2018-7-01,0
316170,São Gonçalo do Abaeté,2018,8,2018-8-01,1
316170,São Gonçalo do Abaeté,2018,9,2018-9-01,0
316170,São Gonçalo do Abaeté,2018,10,2018-10-01,0
316170,São Gonçalo do Abaeté,2018,11,2018-11-01,0
316170,São Gonçalo do Abaeté,2018,12,2018-12-01,0
312550,São Gonçalo do Rio Preto,2018,1,2018-1-01,0
312550,São Gonçalo do Rio Preto,2018,2,2018-2-01,0
312550,São Gonçalo do Rio Preto,2018,3,2018-3-01,2
312550,São Gonçalo do Rio Preto,2018,4,2018-4-01,0
312550,São Gonçalo do Rio Preto,2018,5,2018-5-01,1
312550,São Gonçalo do Rio Preto,2018,6,2018-6-01,0
312550,São Gonçalo do Rio Preto,2018,7,2018-7-01,0
312550,São Gonçalo do Rio Preto,2018,8,2018-8-01,0
312550,São Gonçalo do Rio Preto,2018,9,2018-9-01,0
312550,São Gonçalo do Rio Preto,2018,10,2018-10-01,0
312550,São Gonçalo do Rio Preto,2018,11,2018-11-01,0
312550,São Gonçalo do Rio Preto,2018,12,2018-12-01,0
316225,São João da Lagoa,2018,1,2018-1-01,1
316225,São João da Lagoa,2018,2,2018-2-01,0
316225,São João da Lagoa,2018,3,2018-3-01,0
316225,São João da Lagoa,2018,4,2018-4-01,2
316225,São João da Lagoa,2018,5,2018-5-01,0
316225,São João da Lagoa,2018,6,2018-6-01,0
316225,São João da Lagoa,2018,7,2018-7-01,0
316225,São João da Lagoa,2018,8,2018-8-01,0
316225,São João da Lagoa,2018,9,2018-9-01,0
316225,São João da Lagoa,2018,10,2018-10-01,2
316225,São João da Lagoa,2018,11,2018-11-01,0
316225,São João da Lagoa,2018,12,2018-12-01,0
316230,São João da Mata,2018,1,2018-1-01,0
316230,São João da Mata,2018,2,2018-2-01,0
316230,São João da Mata,2018,3,2018-3-01,0
316230,São João da Mata,2018,4,2018-4-01,0
316230,São João da Mata,2018,5,2018-5-01,1
316230,São João da Mata,2018,6,2018-6-01,0
316230,São João da Mata,2018,7,2018-7-01,0
316230,São João da Mata,2018,8,2018-8-01,0
316230,São João da Mata,2018,9,2018-9-01,0
316230,São João da Mata,2018,10,2018-10-01,0
316230,São João da Mata,2018,11,2018-11-01,0
316230,São João da Mata,2018,12,2018-12-01,0
316240,São João da Ponte,2018,1,2018-1-01,5
316240,São João da Ponte,2018,2,2018-2-01,0
316240,São João da Ponte,2018,3,2018-3-01,0
316240,São João da Ponte,2018,4,2018-4-01,1
316240,São João da Ponte,2018,5,2018-5-01,3
316240,São João da Ponte,2018,6,2018-6-01,1
316240,São João da Ponte,2018,7,2018-7-01,2
316240,São João da Ponte,2018,8,2018-8-01,2
316240,São João da Ponte,2018,9,2018-9-01,1
316240,São João da Ponte,2018,10,2018-10-01,2
316240,São João da Ponte,2018,11,2018-11-01,4
316240,São João da Ponte,2018,12,2018-12-01,4
316245,São João das Missões,2018,1,2018-1-01,2
316245,São João das Missões,2018,2,2018-2-01,0
316245,São João das Missões,2018,3,2018-3-01,4
316245,São João das Missões,2018,4,2018-4-01,5
316245,São João das Missões,2018,5,2018-5-01,0
316245,São João das Missões,2018,6,2018-6-01,1
316245,São João das Missões,2018,7,2018-7-01,3
316245,São João das Missões,2018,8,2018-8-01,2
316245,São João das Missões,2018,9,2018-9-01,5
316245,São João das Missões,2018,10,2018-10-01,1
316245,São João das Missões,2018,11,2018-11-01,1
316245,São João das Missões,2018,12,2018-12-01,3
316255,São João do Manhuaçu,2018,1,2018-1-01,0
316255,São João do Manhuaçu,2018,2,2018-2-01,0
316255,São João do Manhuaçu,2018,3,2018-3-01,1
316255,São João do Manhuaçu,2018,4,2018-4-01,0
316255,São João do Manhuaçu,2018,5,2018-5-01,1
316255,São João do Manhuaçu,2018,6,2018-6-01,0
316255,São João do Manhuaçu,2018,7,2018-7-01,0
316255,São João do Manhuaçu,2018,8,2018-8-01,0
316255,São João do Manhuaçu,2018,9,2018-9-01,0
316255,São João do Manhuaçu,2018,10,2018-10-01,0
316255,São João do Manhuaçu,2018,11,2018-11-01,0
316255,São João do Manhuaçu,2018,12,2018-12-01,0
316257,São João do Manteninha,2018,1,2018-1-01,1
316257,São João do Manteninha,2018,2,2018-2-01,0
316257,São João do Manteninha,2018,3,2018-3-01,0
316257,São João do Manteninha,2018,4,2018-4-01,0
316257,São João do Manteninha,2018,5,2018-5-01,0
316257,São João do Manteninha,2018,6,2018-6-01,0
316257,São João do Manteninha,2018,7,2018-7-01,0
316257,São João do Manteninha,2018,8,2018-8-01,0
316257,São João do Manteninha,2018,9,2018-9-01,0
316257,São João do Manteninha,2018,10,2018-10-01,0
316257,São João do Manteninha,2018,11,2018-11-01,0
316257,São João do Manteninha,2018,12,2018-12-01,0
316265,São João do Pacuí,2018,1,2018-1-01,1
316265,São João do Pacuí,2018,2,2018-2-01,0
316265,São João do Pacuí,2018,3,2018-3-01,1
316265,São João do Pacuí,2018,4,2018-4-01,0
316265,São João do Pacuí,2018,5,2018-5-01,0
316265,São João do Pacuí,2018,6,2018-6-01,0
316265,São João do Pacuí,2018,7,2018-7-01,0
316265,São João do Pacuí,2018,8,2018-8-01,0
316265,São João do Pacuí,2018,9,2018-9-01,1
316265,São João do Pacuí,2018,10,2018-10-01,1
316265,São João do Pacuí,2018,11,2018-11-01,0
316265,São João do Pacuí,2018,12,2018-12-01,0
316270,São João do Paraíso,2018,1,2018-1-01,0
316270,São João do Paraíso,2018,2,2018-2-01,0
316270,São João do Paraíso,2018,3,2018-3-01,0
316270,São João do Paraíso,2018,4,2018-4-01,1
316270,São João do Paraíso,2018,5,2018-5-01,0
316270,São João do Paraíso,2018,6,2018-6-01,1
316270,São João do Paraíso,2018,7,2018-7-01,0
316270,São João do Paraíso,2018,8,2018-8-01,1
316270,São João do Paraíso,2018,9,2018-9-01,0
316270,São João do Paraíso,2018,10,2018-10-01,2
316270,São João do Paraíso,2018,11,2018-11-01,0
316270,São João do Paraíso,2018,12,2018-12-01,1
316292,São Joaquim de Bicas,2018,1,2018-1-01,0
316292,São Joaquim de Bicas,2018,2,2018-2-01,0
316292,São Joaquim de Bicas,2018,3,2018-3-01,0
316292,São Joaquim de Bicas,2018,4,2018-4-01,0
316292,São Joaquim de Bicas,2018,5,2018-5-01,0
316292,São Joaquim de Bicas,2018,6,2018-6-01,0
316292,São Joaquim de Bicas,2018,7,2018-7-01,1
316292,São Joaquim de Bicas,2018,8,2018-8-01,0
316292,São Joaquim de Bicas,2018,9,2018-9-01,0
316292,São Joaquim de Bicas,2018,10,2018-10-01,0
316292,São Joaquim de Bicas,2018,11,2018-11-01,0
316292,São Joaquim de Bicas,2018,12,2018-12-01,0
316300,São José da Safira,2018,1,2018-1-01,0
316300,São José da Safira,2018,2,2018-2-01,0
316300,São José da Safira,2018,3,2018-3-01,0
316300,São José da Safira,2018,4,2018-4-01,0
316300,São José da Safira,2018,5,2018-5-01,0
316300,São José da Safira,2018,6,2018-6-01,0
316300,São José da Safira,2018,7,2018-7-01,0
316300,São José da Safira,2018,8,2018-8-01,3
316300,São José da Safira,2018,9,2018-9-01,0
316300,São José da Safira,2018,10,2018-10-01,0
316300,São José da Safira,2018,11,2018-11-01,0
316300,São José da Safira,2018,12,2018-12-01,2
316350,São José do Jacuri,2018,1,2018-1-01,0
316350,São José do Jacuri,2018,2,2018-2-01,0
316350,São José do Jacuri,2018,3,2018-3-01,0
316350,São José do Jacuri,2018,4,2018-4-01,1
316350,São José do Jacuri,2018,5,2018-5-01,0
316350,São José do Jacuri,2018,6,2018-6-01,0
316350,São José do Jacuri,2018,7,2018-7-01,0
316350,São José do Jacuri,2018,8,2018-8-01,1
316350,São José do Jacuri,2018,9,2018-9-01,0
316350,São José do Jacuri,2018,10,2018-10-01,0
316350,São José do Jacuri,2018,11,2018-11-01,0
316350,São José do Jacuri,2018,12,2018-12-01,0
316360,São José do Mantimento,2018,1,2018-1-01,0
316360,São José do Mantimento,2018,2,2018-2-01,1
316360,São José do Mantimento,2018,3,2018-3-01,0
316360,São José do Mantimento,2018,4,2018-4-01,0
316360,São José do Mantimento,2018,5,2018-5-01,0
316360,São José do Mantimento,2018,6,2018-6-01,0
316360,São José do Mantimento,2018,7,2018-7-01,0
316360,São José do Mantimento,2018,8,2018-8-01,0
316360,São José do Mantimento,2018,9,2018-9-01,0
316360,São José do Mantimento,2018,10,2018-10-01,0
316360,São José do Mantimento,2018,11,2018-11-01,1
316360,São José do Mantimento,2018,12,2018-12-01,0
316370,São Lourenço,2018,1,2018-1-01,0
316370,São Lourenço,2018,2,2018-2-01,0
316370,São Lourenço,2018,3,2018-3-01,0
316370,São Lourenço,2018,4,2018-4-01,0
316370,São Lourenço,2018,5,2018-5-01,0
316370,São Lourenço,2018,6,2018-6-01,0
316370,São Lourenço,2018,7,2018-7-01,1
316370,São Lourenço,2018,8,2018-8-01,0
316370,São Lourenço,2018,9,2018-9-01,0
316370,São Lourenço,2018,10,2018-10-01,0
316370,São Lourenço,2018,11,2018-11-01,0
316370,São Lourenço,2018,12,2018-12-01,0
316410,São Pedro do Suaçuí,2018,1,2018-1-01,0
316410,São Pedro do Suaçuí,2018,2,2018-2-01,1
316410,São Pedro do Suaçuí,2018,3,2018-3-01,0
316410,São Pedro do Suaçuí,2018,4,2018-4-01,0
316410,São Pedro do Suaçuí,2018,5,2018-5-01,0
316410,São Pedro do Suaçuí,2018,6,2018-6-01,0
316410,São Pedro do Suaçuí,2018,7,2018-7-01,0
316410,São Pedro do Suaçuí,2018,8,2018-8-01,0
316410,São Pedro do Suaçuí,2018,9,2018-9-01,0
316410,São Pedro do Suaçuí,2018,10,2018-10-01,0
316410,São Pedro do Suaçuí,2018,11,2018-11-01,0
316410,São Pedro do Suaçuí,2018,12,2018-12-01,0
316400,São Pedro dos Ferros,2018,1,2018-1-01,0
316400,São Pedro dos Ferros,2018,2,2018-2-01,0
316400,São Pedro dos Ferros,2018,3,2018-3-01,0
316400,São Pedro dos Ferros,2018,4,2018-4-01,0
316400,São Pedro dos Ferros,2018,5,2018-5-01,0
316400,São Pedro dos Ferros,2018,6,2018-6-01,0
316400,São Pedro dos Ferros,2018,7,2018-7-01,0
316400,São Pedro dos Ferros,2018,8,2018-8-01,1
316400,São Pedro dos Ferros,2018,9,2018-9-01,0
316400,São Pedro dos Ferros,2018,10,2018-10-01,0
316400,São Pedro dos Ferros,2018,11,2018-11-01,0
316400,São Pedro dos Ferros,2018,12,2018-12-01,0
316447,São Sebastião do Anta,2018,1,2018-1-01,4
316447,São Sebastião do Anta,2018,2,2018-2-01,0
316447,São Sebastião do Anta,2018,3,2018-3-01,4
316447,São Sebastião do Anta,2018,4,2018-4-01,4
316447,São Sebastião do Anta,2018,5,2018-5-01,2
316447,São Sebastião do Anta,2018,6,2018-6-01,1
316447,São Sebastião do Anta,2018,7,2018-7-01,2
316447,São Sebastião do Anta,2018,8,2018-8-01,0
316447,São Sebastião do Anta,2018,9,2018-9-01,3
316447,São Sebastião do Anta,2018,10,2018-10-01,1
316447,São Sebastião do Anta,2018,11,2018-11-01,0
316447,São Sebastião do Anta,2018,12,2018-12-01,0
316450,São Sebastião do Maranhão,2018,1,2018-1-01,0
316450,São Sebastião do Maranhão,2018,2,2018-2-01,1
316450,São Sebastião do Maranhão,2018,3,2018-3-01,0
316450,São Sebastião do Maranhão,2018,4,2018-4-01,0
316450,São Sebastião do Maranhão,2018,5,2018-5-01,0
316450,São Sebastião do Maranhão,2018,6,2018-6-01,0
316450,São Sebastião do Maranhão,2018,7,2018-7-01,0
316450,São Sebastião do Maranhão,2018,8,2018-8-01,0
316450,São Sebastião do Maranhão,2018,9,2018-9-01,0
316450,São Sebastião do Maranhão,2018,10,2018-10-01,0
316450,São Sebastião do Maranhão,2018,11,2018-11-01,0
316450,São Sebastião do Maranhão,2018,12,2018-12-01,0
316480,São Sebastião do Rio Preto,2018,1,2018-1-01,0
316480,São Sebastião do Rio Preto,2018,2,2018-2-01,1
316480,São Sebastião do Rio Preto,2018,3,2018-3-01,0
316480,São Sebastião do Rio Preto,2018,4,2018-4-01,0
316480,São Sebastião do Rio Preto,2018,5,2018-5-01,0
316480,São Sebastião do Rio Preto,2018,6,2018-6-01,0
316480,São Sebastião do Rio Preto,2018,7,2018-7-01,0
316480,São Sebastião do Rio Preto,2018,8,2018-8-01,0
316480,São Sebastião do Rio Preto,2018,9,2018-9-01,0
316480,São Sebastião do Rio Preto,2018,10,2018-10-01,0
316480,São Sebastião do Rio Preto,2018,11,2018-11-01,0
316480,São Sebastião do Rio Preto,2018,12,2018-12-01,0
316530,São Vicente de Minas,2018,1,2018-1-01,0
316530,São Vicente de Minas,2018,2,2018-2-01,0
316530,São Vicente de Minas,2018,3,2018-3-01,1
316530,São Vicente de Minas,2018,4,2018-4-01,0
316530,São Vicente de Minas,2018,5,2018-5-01,0
316530,São Vicente de Minas,2018,6,2018-6-01,0
316530,São Vicente de Minas,2018,7,2018-7-01,0
316530,São Vicente de Minas,2018,8,2018-8-01,0
316530,São Vicente de Minas,2018,9,2018-9-01,0
316530,São Vicente de Minas,2018,10,2018-10-01,0
316530,São Vicente de Minas,2018,11,2018-11-01,1
316530,São Vicente de Minas,2018,12,2018-12-01,0
316553,Sarzedo,2018,1,2018-1-01,0
316553,Sarzedo,2018,2,2018-2-01,0
316553,Sarzedo,2018,3,2018-3-01,0
316553,Sarzedo,2018,4,2018-4-01,0
316553,Sarzedo,2018,5,2018-5-01,0
316553,Sarzedo,2018,6,2018-6-01,0
316553,Sarzedo,2018,7,2018-7-01,0
316553,Sarzedo,2018,8,2018-8-01,0
316553,Sarzedo,2018,9,2018-9-01,0
316553,Sarzedo,2018,10,2018-10-01,1
316553,Sarzedo,2018,11,2018-11-01,0
316553,Sarzedo,2018,12,2018-12-01,0
316560,Senador Cortes,2018,1,2018-1-01,0
316560,Senador Cortes,2018,2,2018-2-01,0
316560,Senador Cortes,2018,3,2018-3-01,0
316560,Senador Cortes,2018,4,2018-4-01,0
316560,Senador Cortes,2018,5,2018-5-01,0
316560,Senador Cortes,2018,6,2018-6-01,0
316560,Senador Cortes,2018,7,2018-7-01,0
316560,Senador Cortes,2018,8,2018-8-01,0
316560,Senador Cortes,2018,9,2018-9-01,0
316560,Senador Cortes,2018,10,2018-10-01,0
316560,Senador Cortes,2018,11,2018-11-01,0
316560,Senador Cortes,2018,12,2018-12-01,1
316610,Senhora do Porto,2018,1,2018-1-01,0
316610,Senhora do Porto,2018,2,2018-2-01,0
316610,Senhora do Porto,2018,3,2018-3-01,0
316610,Senhora do Porto,2018,4,2018-4-01,0
316610,Senhora do Porto,2018,5,2018-5-01,0
