codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_hanseniase
312660,Francisco Dumont,2019,4,2019-4-01,1
312660,Francisco Dumont,2019,5,2019-5-01,0
312660,Francisco Dumont,2019,6,2019-6-01,0
312660,Francisco Dumont,2019,7,2019-7-01,0
312660,Francisco Dumont,2019,8,2019-8-01,0
312660,Francisco Dumont,2019,9,2019-9-01,0
312660,Francisco Dumont,2019,10,2019-10-01,0
312660,Francisco Dumont,2019,11,2019-11-01,0
312660,Francisco Dumont,2019,12,2019-12-01,1
312670,Francisco Sá,2019,1,2019-1-01,0
312670,Francisco Sá,2019,2,2019-2-01,0
312670,Francisco Sá,2019,3,2019-3-01,0
312670,Francisco Sá,2019,4,2019-4-01,0
312670,Francisco Sá,2019,5,2019-5-01,0
312670,Francisco Sá,2019,6,2019-6-01,0
312670,Francisco Sá,2019,7,2019-7-01,0
312670,Francisco Sá,2019,8,2019-8-01,2
312670,Francisco Sá,2019,9,2019-9-01,0
312670,Francisco Sá,2019,10,2019-10-01,0
312670,Francisco Sá,2019,11,2019-11-01,0
312670,Francisco Sá,2019,12,2019-12-01,0
312680,Frei Gaspar,2019,1,2019-1-01,0
312680,Frei Gaspar,2019,2,2019-2-01,0
312680,Frei Gaspar,2019,3,2019-3-01,0
312680,Frei Gaspar,2019,4,2019-4-01,0
312680,Frei Gaspar,2019,5,2019-5-01,1
312680,Frei Gaspar,2019,6,2019-6-01,0
312680,Frei Gaspar,2019,7,2019-7-01,0
312680,Frei Gaspar,2019,8,2019-8-01,0
312680,Frei Gaspar,2019,9,2019-9-01,0
312680,Frei Gaspar,2019,10,2019-10-01,0
312680,Frei Gaspar,2019,11,2019-11-01,0
312680,Frei Gaspar,2019,12,2019-12-01,0
312700,Fronteira,2019,1,2019-1-01,0
312700,Fronteira,2019,2,2019-2-01,0
312700,Fronteira,2019,3,2019-3-01,0
312700,Fronteira,2019,4,2019-4-01,0
312700,Fronteira,2019,5,2019-5-01,0
312700,Fronteira,2019,6,2019-6-01,0
312700,Fronteira,2019,7,2019-7-01,0
312700,Fronteira,2019,8,2019-8-01,0
312700,Fronteira,2019,9,2019-9-01,1
312700,Fronteira,2019,10,2019-10-01,0
312700,Fronteira,2019,11,2019-11-01,0
312700,Fronteira,2019,12,2019-12-01,0
312710,Frutal,2019,1,2019-1-01,0
312710,Frutal,2019,2,2019-2-01,1
312710,Frutal,2019,3,2019-3-01,1
312710,Frutal,2019,4,2019-4-01,3
312710,Frutal,2019,5,2019-5-01,2
312710,Frutal,2019,6,2019-6-01,0
312710,Frutal,2019,7,2019-7-01,1
312710,Frutal,2019,8,2019-8-01,2
312710,Frutal,2019,9,2019-9-01,1
312710,Frutal,2019,10,2019-10-01,0
312710,Frutal,2019,11,2019-11-01,0
312710,Frutal,2019,12,2019-12-01,0
312730,Galiléia,2019,1,2019-1-01,0
312730,Galiléia,2019,2,2019-2-01,0
312730,Galiléia,2019,3,2019-3-01,0
312730,Galiléia,2019,4,2019-4-01,0
312730,Galiléia,2019,5,2019-5-01,0
312730,Galiléia,2019,6,2019-6-01,1
312730,Galiléia,2019,7,2019-7-01,1
312730,Galiléia,2019,8,2019-8-01,0
312730,Galiléia,2019,9,2019-9-01,0
312730,Galiléia,2019,10,2019-10-01,0
312730,Galiléia,2019,11,2019-11-01,1
312730,Galiléia,2019,12,2019-12-01,0
312735,Glaucilândia,2019,1,2019-1-01,0
312735,Glaucilândia,2019,2,2019-2-01,0
312735,Glaucilândia,2019,3,2019-3-01,0
312735,Glaucilândia,2019,4,2019-4-01,0
312735,Glaucilândia,2019,5,2019-5-01,1
312735,Glaucilândia,2019,6,2019-6-01,0
312735,Glaucilândia,2019,7,2019-7-01,0
312735,Glaucilândia,2019,8,2019-8-01,1
312735,Glaucilândia,2019,9,2019-9-01,0
312735,Glaucilândia,2019,10,2019-10-01,0
312735,Glaucilândia,2019,11,2019-11-01,0
312735,Glaucilândia,2019,12,2019-12-01,0
312737,Goiabeira,2019,1,2019-1-01,0
312737,Goiabeira,2019,2,2019-2-01,1
312737,Goiabeira,2019,3,2019-3-01,0
312737,Goiabeira,2019,4,2019-4-01,0
312737,Goiabeira,2019,5,2019-5-01,0
312737,Goiabeira,2019,6,2019-6-01,0
312737,Goiabeira,2019,7,2019-7-01,0
312737,Goiabeira,2019,8,2019-8-01,1
312737,Goiabeira,2019,9,2019-9-01,0
312737,Goiabeira,2019,10,2019-10-01,0
312737,Goiabeira,2019,11,2019-11-01,0
312737,Goiabeira,2019,12,2019-12-01,0
312770,Governador Valadares,2019,1,2019-1-01,6
312770,Governador Valadares,2019,2,2019-2-01,13
312770,Governador Valadares,2019,3,2019-3-01,5
312770,Governador Valadares,2019,4,2019-4-01,10
312770,Governador Valadares,2019,5,2019-5-01,5
312770,Governador Valadares,2019,6,2019-6-01,9
312770,Governador Valadares,2019,7,2019-7-01,13
312770,Governador Valadares,2019,8,2019-8-01,10
312770,Governador Valadares,2019,9,2019-9-01,7
312770,Governador Valadares,2019,10,2019-10-01,4
312770,Governador Valadares,2019,11,2019-11-01,1
312770,Governador Valadares,2019,12,2019-12-01,9
312800,Guanhães,2019,1,2019-1-01,0
312800,Guanhães,2019,2,2019-2-01,0
312800,Guanhães,2019,3,2019-3-01,0
312800,Guanhães,2019,4,2019-4-01,0
312800,Guanhães,2019,5,2019-5-01,0
312800,Guanhães,2019,6,2019-6-01,0
312800,Guanhães,2019,7,2019-7-01,0
312800,Guanhães,2019,8,2019-8-01,0
312800,Guanhães,2019,9,2019-9-01,1
312800,Guanhães,2019,10,2019-10-01,0
312800,Guanhães,2019,11,2019-11-01,0
312800,Guanhães,2019,12,2019-12-01,0
312810,Guapé,2019,1,2019-1-01,0
312810,Guapé,2019,2,2019-2-01,0
312810,Guapé,2019,3,2019-3-01,0
312810,Guapé,2019,4,2019-4-01,0
312810,Guapé,2019,5,2019-5-01,0
312810,Guapé,2019,6,2019-6-01,0
312810,Guapé,2019,7,2019-7-01,0
312810,Guapé,2019,8,2019-8-01,0
312810,Guapé,2019,9,2019-9-01,0
312810,Guapé,2019,10,2019-10-01,0
312810,Guapé,2019,11,2019-11-01,1
312810,Guapé,2019,12,2019-12-01,0
312820,Guaraciaba,2019,1,2019-1-01,0
312820,Guaraciaba,2019,2,2019-2-01,0
312820,Guaraciaba,2019,3,2019-3-01,0
312820,Guaraciaba,2019,4,2019-4-01,0
312820,Guaraciaba,2019,5,2019-5-01,0
312820,Guaraciaba,2019,6,2019-6-01,0
312820,Guaraciaba,2019,7,2019-7-01,0
312820,Guaraciaba,2019,8,2019-8-01,0
312820,Guaraciaba,2019,9,2019-9-01,0
312820,Guaraciaba,2019,10,2019-10-01,1
312820,Guaraciaba,2019,11,2019-11-01,1
312820,Guaraciaba,2019,12,2019-12-01,0
312825,Guaraciama,2019,1,2019-1-01,0
312825,Guaraciama,2019,2,2019-2-01,0
312825,Guaraciama,2019,3,2019-3-01,0
312825,Guaraciama,2019,4,2019-4-01,0
312825,Guaraciama,2019,5,2019-5-01,0
312825,Guaraciama,2019,6,2019-6-01,0
312825,Guaraciama,2019,7,2019-7-01,0
312825,Guaraciama,2019,8,2019-8-01,0
312825,Guaraciama,2019,9,2019-9-01,0
312825,Guaraciama,2019,10,2019-10-01,0
312825,Guaraciama,2019,11,2019-11-01,0
312825,Guaraciama,2019,12,2019-12-01,1
312830,Guaranésia,2019,1,2019-1-01,0
312830,Guaranésia,2019,2,2019-2-01,0
312830,Guaranésia,2019,3,2019-3-01,0
312830,Guaranésia,2019,4,2019-4-01,0
312830,Guaranésia,2019,5,2019-5-01,0
312830,Guaranésia,2019,6,2019-6-01,0
312830,Guaranésia,2019,7,2019-7-01,0
312830,Guaranésia,2019,8,2019-8-01,0
312830,Guaranésia,2019,9,2019-9-01,1
312830,Guaranésia,2019,10,2019-10-01,0
312830,Guaranésia,2019,11,2019-11-01,0
312830,Guaranésia,2019,12,2019-12-01,0
312860,Guarda-Mor,2019,1,2019-1-01,1
312860,Guarda-Mor,2019,2,2019-2-01,0
312860,Guarda-Mor,2019,3,2019-3-01,0
312860,Guarda-Mor,2019,4,2019-4-01,0
312860,Guarda-Mor,2019,5,2019-5-01,0
312860,Guarda-Mor,2019,6,2019-6-01,0
312860,Guarda-Mor,2019,7,2019-7-01,0
312860,Guarda-Mor,2019,8,2019-8-01,0
312860,Guarda-Mor,2019,9,2019-9-01,0
312860,Guarda-Mor,2019,10,2019-10-01,0
312860,Guarda-Mor,2019,11,2019-11-01,0
312860,Guarda-Mor,2019,12,2019-12-01,0
312900,Guiricema,2019,1,2019-1-01,0
312900,Guiricema,2019,2,2019-2-01,0
312900,Guiricema,2019,3,2019-3-01,0
312900,Guiricema,2019,4,2019-4-01,0
312900,Guiricema,2019,5,2019-5-01,1
312900,Guiricema,2019,6,2019-6-01,0
312900,Guiricema,2019,7,2019-7-01,0
312900,Guiricema,2019,8,2019-8-01,0
312900,Guiricema,2019,9,2019-9-01,0
312900,Guiricema,2019,10,2019-10-01,0
312900,Guiricema,2019,11,2019-11-01,0
312900,Guiricema,2019,12,2019-12-01,0
312910,Gurinhatã,2019,1,2019-1-01,0
312910,Gurinhatã,2019,2,2019-2-01,0
312910,Gurinhatã,2019,3,2019-3-01,0
312910,Gurinhatã,2019,4,2019-4-01,0
312910,Gurinhatã,2019,5,2019-5-01,0
312910,Gurinhatã,2019,6,2019-6-01,0
312910,Gurinhatã,2019,7,2019-7-01,0
312910,Gurinhatã,2019,8,2019-8-01,1
312910,Gurinhatã,2019,9,2019-9-01,0
312910,Gurinhatã,2019,10,2019-10-01,0
312910,Gurinhatã,2019,11,2019-11-01,0
312910,Gurinhatã,2019,12,2019-12-01,0
312920,Heliodora,2019,1,2019-1-01,1
312920,Heliodora,2019,2,2019-2-01,0
312920,Heliodora,2019,3,2019-3-01,0
312920,Heliodora,2019,4,2019-4-01,0
312920,Heliodora,2019,5,2019-5-01,0
312920,Heliodora,2019,6,2019-6-01,0
312920,Heliodora,2019,7,2019-7-01,0
312920,Heliodora,2019,8,2019-8-01,0
312920,Heliodora,2019,9,2019-9-01,0
312920,Heliodora,2019,10,2019-10-01,0
312920,Heliodora,2019,11,2019-11-01,0
312920,Heliodora,2019,12,2019-12-01,0
312930,Iapu,2019,1,2019-1-01,0
312930,Iapu,2019,2,2019-2-01,0
312930,Iapu,2019,3,2019-3-01,0
312930,Iapu,2019,4,2019-4-01,1
312930,Iapu,2019,5,2019-5-01,0
312930,Iapu,2019,6,2019-6-01,0
312930,Iapu,2019,7,2019-7-01,0
312930,Iapu,2019,8,2019-8-01,0
312930,Iapu,2019,9,2019-9-01,0
312930,Iapu,2019,10,2019-10-01,1
312930,Iapu,2019,11,2019-11-01,0
312930,Iapu,2019,12,2019-12-01,0
312950,Ibiá,2019,1,2019-1-01,1
312950,Ibiá,2019,2,2019-2-01,0
312950,Ibiá,2019,3,2019-3-01,0
312950,Ibiá,2019,4,2019-4-01,0
312950,Ibiá,2019,5,2019-5-01,0
312950,Ibiá,2019,6,2019-6-01,0
312950,Ibiá,2019,7,2019-7-01,0
312950,Ibiá,2019,8,2019-8-01,0
312950,Ibiá,2019,9,2019-9-01,0
312950,Ibiá,2019,10,2019-10-01,1
312950,Ibiá,2019,11,2019-11-01,0
312950,Ibiá,2019,12,2019-12-01,0
312980,Ibirité,2019,1,2019-1-01,2
312980,Ibirité,2019,2,2019-2-01,0
312980,Ibirité,2019,3,2019-3-01,1
312980,Ibirité,2019,4,2019-4-01,1
312980,Ibirité,2019,5,2019-5-01,1
312980,Ibirité,2019,6,2019-6-01,0
312980,Ibirité,2019,7,2019-7-01,0
312980,Ibirité,2019,8,2019-8-01,1
312980,Ibirité,2019,9,2019-9-01,0
312980,Ibirité,2019,10,2019-10-01,0
312980,Ibirité,2019,11,2019-11-01,0
312980,Ibirité,2019,12,2019-12-01,0
313005,Icaraí de Minas,2019,1,2019-1-01,0
313005,Icaraí de Minas,2019,2,2019-2-01,0
313005,Icaraí de Minas,2019,3,2019-3-01,0
313005,Icaraí de Minas,2019,4,2019-4-01,0
313005,Icaraí de Minas,2019,5,2019-5-01,0
313005,Icaraí de Minas,2019,6,2019-6-01,1
313005,Icaraí de Minas,2019,7,2019-7-01,0
313005,Icaraí de Minas,2019,8,2019-8-01,0
313005,Icaraí de Minas,2019,9,2019-9-01,0
313005,Icaraí de Minas,2019,10,2019-10-01,1
313005,Icaraí de Minas,2019,11,2019-11-01,0
313005,Icaraí de Minas,2019,12,2019-12-01,0
313010,Igarapé,2019,1,2019-1-01,0
313010,Igarapé,2019,2,2019-2-01,0
313010,Igarapé,2019,3,2019-3-01,0
313010,Igarapé,2019,4,2019-4-01,0
313010,Igarapé,2019,5,2019-5-01,0
313010,Igarapé,2019,6,2019-6-01,0
313010,Igarapé,2019,7,2019-7-01,0
313010,Igarapé,2019,8,2019-8-01,0
313010,Igarapé,2019,9,2019-9-01,0
313010,Igarapé,2019,10,2019-10-01,0
313010,Igarapé,2019,11,2019-11-01,1
313010,Igarapé,2019,12,2019-12-01,1
313070,Indianópolis,2019,1,2019-1-01,0
313070,Indianópolis,2019,2,2019-2-01,0
313070,Indianópolis,2019,3,2019-3-01,0
313070,Indianópolis,2019,4,2019-4-01,0
313070,Indianópolis,2019,5,2019-5-01,0
313070,Indianópolis,2019,6,2019-6-01,0
313070,Indianópolis,2019,7,2019-7-01,0
313070,Indianópolis,2019,8,2019-8-01,0
313070,Indianópolis,2019,9,2019-9-01,0
313070,Indianópolis,2019,10,2019-10-01,1
313070,Indianópolis,2019,11,2019-11-01,0
313070,Indianópolis,2019,12,2019-12-01,0
313090,Inhapim,2019,1,2019-1-01,0
313090,Inhapim,2019,2,2019-2-01,0
313090,Inhapim,2019,3,2019-3-01,0
313090,Inhapim,2019,4,2019-4-01,0
313090,Inhapim,2019,5,2019-5-01,1
313090,Inhapim,2019,6,2019-6-01,1
313090,Inhapim,2019,7,2019-7-01,0
313090,Inhapim,2019,8,2019-8-01,0
313090,Inhapim,2019,9,2019-9-01,0
313090,Inhapim,2019,10,2019-10-01,0
313090,Inhapim,2019,11,2019-11-01,0
313090,Inhapim,2019,12,2019-12-01,0
313115,Ipaba,2019,1,2019-1-01,1
313115,Ipaba,2019,2,2019-2-01,0
313115,Ipaba,2019,3,2019-3-01,1
313115,Ipaba,2019,4,2019-4-01,1
313115,Ipaba,2019,5,2019-5-01,0
313115,Ipaba,2019,6,2019-6-01,0
313115,Ipaba,2019,7,2019-7-01,3
313115,Ipaba,2019,8,2019-8-01,0
313115,Ipaba,2019,9,2019-9-01,1
313115,Ipaba,2019,10,2019-10-01,0
313115,Ipaba,2019,11,2019-11-01,0
313115,Ipaba,2019,12,2019-12-01,2
313120,Ipanema,2019,1,2019-1-01,0
313120,Ipanema,2019,2,2019-2-01,0
313120,Ipanema,2019,3,2019-3-01,0
313120,Ipanema,2019,4,2019-4-01,0
313120,Ipanema,2019,5,2019-5-01,0
313120,Ipanema,2019,6,2019-6-01,1
313120,Ipanema,2019,7,2019-7-01,0
313120,Ipanema,2019,8,2019-8-01,0
313120,Ipanema,2019,9,2019-9-01,1
313120,Ipanema,2019,10,2019-10-01,1
313120,Ipanema,2019,11,2019-11-01,1
313120,Ipanema,2019,12,2019-12-01,0
313130,Ipatinga,2019,1,2019-1-01,1
313130,Ipatinga,2019,2,2019-2-01,0
313130,Ipatinga,2019,3,2019-3-01,2
313130,Ipatinga,2019,4,2019-4-01,1
313130,Ipatinga,2019,5,2019-5-01,1
313130,Ipatinga,2019,6,2019-6-01,0
313130,Ipatinga,2019,7,2019-7-01,1
313130,Ipatinga,2019,8,2019-8-01,1
313130,Ipatinga,2019,9,2019-9-01,0
313130,Ipatinga,2019,10,2019-10-01,0
313130,Ipatinga,2019,11,2019-11-01,0
313130,Ipatinga,2019,12,2019-12-01,0
313160,Iraí de Minas,2019,1,2019-1-01,0
313160,Iraí de Minas,2019,2,2019-2-01,0
313160,Iraí de Minas,2019,3,2019-3-01,0
313160,Iraí de Minas,2019,4,2019-4-01,0
313160,Iraí de Minas,2019,5,2019-5-01,0
313160,Iraí de Minas,2019,6,2019-6-01,0
313160,Iraí de Minas,2019,7,2019-7-01,0
313160,Iraí de Minas,2019,8,2019-8-01,1
313160,Iraí de Minas,2019,9,2019-9-01,0
313160,Iraí de Minas,2019,10,2019-10-01,0
313160,Iraí de Minas,2019,11,2019-11-01,0
313160,Iraí de Minas,2019,12,2019-12-01,0
313170,Itabira,2019,1,2019-1-01,0
313170,Itabira,2019,2,2019-2-01,0
313170,Itabira,2019,3,2019-3-01,1
313170,Itabira,2019,4,2019-4-01,0
313170,Itabira,2019,5,2019-5-01,0
313170,Itabira,2019,6,2019-6-01,0
313170,Itabira,2019,7,2019-7-01,0
313170,Itabira,2019,8,2019-8-01,0
313170,Itabira,2019,9,2019-9-01,0
313170,Itabira,2019,10,2019-10-01,0
313170,Itabira,2019,11,2019-11-01,0
313170,Itabira,2019,12,2019-12-01,0
313190,Itabirito,2019,1,2019-1-01,0
313190,Itabirito,2019,2,2019-2-01,0
313190,Itabirito,2019,3,2019-3-01,1
313190,Itabirito,2019,4,2019-4-01,0
313190,Itabirito,2019,5,2019-5-01,0
313190,Itabirito,2019,6,2019-6-01,0
313190,Itabirito,2019,7,2019-7-01,0
313190,Itabirito,2019,8,2019-8-01,0
313190,Itabirito,2019,9,2019-9-01,0
313190,Itabirito,2019,10,2019-10-01,0
313190,Itabirito,2019,11,2019-11-01,0
313190,Itabirito,2019,12,2019-12-01,0
313210,Itacarambi,2019,1,2019-1-01,0
313210,Itacarambi,2019,2,2019-2-01,0
313210,Itacarambi,2019,3,2019-3-01,1
313210,Itacarambi,2019,4,2019-4-01,2
313210,Itacarambi,2019,5,2019-5-01,0
313210,Itacarambi,2019,6,2019-6-01,0
313210,Itacarambi,2019,7,2019-7-01,2
313210,Itacarambi,2019,8,2019-8-01,1
313210,Itacarambi,2019,9,2019-9-01,1
313210,Itacarambi,2019,10,2019-10-01,0
313210,Itacarambi,2019,11,2019-11-01,2
313210,Itacarambi,2019,12,2019-12-01,0
313230,Itaipé,2019,1,2019-1-01,0
313230,Itaipé,2019,2,2019-2-01,0
313230,Itaipé,2019,3,2019-3-01,1
313230,Itaipé,2019,4,2019-4-01,0
313230,Itaipé,2019,5,2019-5-01,0
313230,Itaipé,2019,6,2019-6-01,0
313230,Itaipé,2019,7,2019-7-01,0
313230,Itaipé,2019,8,2019-8-01,0
313230,Itaipé,2019,9,2019-9-01,0
313230,Itaipé,2019,10,2019-10-01,0
313230,Itaipé,2019,11,2019-11-01,0
313230,Itaipé,2019,12,2019-12-01,0
313240,Itajubá,2019,1,2019-1-01,0
313240,Itajubá,2019,2,2019-2-01,0
313240,Itajubá,2019,3,2019-3-01,1
313240,Itajubá,2019,4,2019-4-01,2
313240,Itajubá,2019,5,2019-5-01,0
313240,Itajubá,2019,6,2019-6-01,0
313240,Itajubá,2019,7,2019-7-01,0
313240,Itajubá,2019,8,2019-8-01,1
313240,Itajubá,2019,9,2019-9-01,0
313240,Itajubá,2019,10,2019-10-01,0
313240,Itajubá,2019,11,2019-11-01,1
313240,Itajubá,2019,12,2019-12-01,1
313270,Itambacuri,2019,1,2019-1-01,0
313270,Itambacuri,2019,2,2019-2-01,3
313270,Itambacuri,2019,3,2019-3-01,0
313270,Itambacuri,2019,4,2019-4-01,5
313270,Itambacuri,2019,5,2019-5-01,0
313270,Itambacuri,2019,6,2019-6-01,5
313270,Itambacuri,2019,7,2019-7-01,6
313270,Itambacuri,2019,8,2019-8-01,0
313270,Itambacuri,2019,9,2019-9-01,2
313270,Itambacuri,2019,10,2019-10-01,1
313270,Itambacuri,2019,11,2019-11-01,2
313270,Itambacuri,2019,12,2019-12-01,4
313290,Itamogi,2019,1,2019-1-01,0
313290,Itamogi,2019,2,2019-2-01,0
313290,Itamogi,2019,3,2019-3-01,0
313290,Itamogi,2019,4,2019-4-01,0
313290,Itamogi,2019,5,2019-5-01,0
313290,Itamogi,2019,6,2019-6-01,0
313290,Itamogi,2019,7,2019-7-01,0
313290,Itamogi,2019,8,2019-8-01,0
313290,Itamogi,2019,9,2019-9-01,0
313290,Itamogi,2019,10,2019-10-01,1
313290,Itamogi,2019,11,2019-11-01,1
313290,Itamogi,2019,12,2019-12-01,0
313320,Itanhomi,2019,1,2019-1-01,0
313320,Itanhomi,2019,2,2019-2-01,0
313320,Itanhomi,2019,3,2019-3-01,1
313320,Itanhomi,2019,4,2019-4-01,0
313320,Itanhomi,2019,5,2019-5-01,0
313320,Itanhomi,2019,6,2019-6-01,1
313320,Itanhomi,2019,7,2019-7-01,2
313320,Itanhomi,2019,8,2019-8-01,0
313320,Itanhomi,2019,9,2019-9-01,0
313320,Itanhomi,2019,10,2019-10-01,0
313320,Itanhomi,2019,11,2019-11-01,0
313320,Itanhomi,2019,12,2019-12-01,0
313330,Itaobim,2019,1,2019-1-01,0
313330,Itaobim,2019,2,2019-2-01,0
313330,Itaobim,2019,3,2019-3-01,0
313330,Itaobim,2019,4,2019-4-01,1
313330,Itaobim,2019,5,2019-5-01,1
313330,Itaobim,2019,6,2019-6-01,5
313330,Itaobim,2019,7,2019-7-01,2
313330,Itaobim,2019,8,2019-8-01,3
313330,Itaobim,2019,9,2019-9-01,0
313330,Itaobim,2019,10,2019-10-01,0
313330,Itaobim,2019,11,2019-11-01,0
313330,Itaobim,2019,12,2019-12-01,1
313340,Itapagipe,2019,1,2019-1-01,0
313340,Itapagipe,2019,2,2019-2-01,0
313340,Itapagipe,2019,3,2019-3-01,0
313340,Itapagipe,2019,4,2019-4-01,1
313340,Itapagipe,2019,5,2019-5-01,0
313340,Itapagipe,2019,6,2019-6-01,0
313340,Itapagipe,2019,7,2019-7-01,0
313340,Itapagipe,2019,8,2019-8-01,0
313340,Itapagipe,2019,9,2019-9-01,0
313340,Itapagipe,2019,10,2019-10-01,0
313340,Itapagipe,2019,11,2019-11-01,0
313340,Itapagipe,2019,12,2019-12-01,0
313350,Itapecerica,2019,1,2019-1-01,0
313350,Itapecerica,2019,2,2019-2-01,0
313350,Itapecerica,2019,3,2019-3-01,1
313350,Itapecerica,2019,4,2019-4-01,0
313350,Itapecerica,2019,5,2019-5-01,0
313350,Itapecerica,2019,6,2019-6-01,0
313350,Itapecerica,2019,7,2019-7-01,0
313350,Itapecerica,2019,8,2019-8-01,0
313350,Itapecerica,2019,9,2019-9-01,0
313350,Itapecerica,2019,10,2019-10-01,0
313350,Itapecerica,2019,11,2019-11-01,0
313350,Itapecerica,2019,12,2019-12-01,0
313370,Itatiaiuçu,2019,1,2019-1-01,0
313370,Itatiaiuçu,2019,2,2019-2-01,0
313370,Itatiaiuçu,2019,3,2019-3-01,0
313370,Itatiaiuçu,2019,4,2019-4-01,0
313370,Itatiaiuçu,2019,5,2019-5-01,1
313370,Itatiaiuçu,2019,6,2019-6-01,0
313370,Itatiaiuçu,2019,7,2019-7-01,0
313370,Itatiaiuçu,2019,8,2019-8-01,0
313370,Itatiaiuçu,2019,9,2019-9-01,1
313370,Itatiaiuçu,2019,10,2019-10-01,0
313370,Itatiaiuçu,2019,11,2019-11-01,0
313370,Itatiaiuçu,2019,12,2019-12-01,0
313380,Itaúna,2019,1,2019-1-01,0
313380,Itaúna,2019,2,2019-2-01,0
313380,Itaúna,2019,3,2019-3-01,0
313380,Itaúna,2019,4,2019-4-01,0
313380,Itaúna,2019,5,2019-5-01,0
313380,Itaúna,2019,6,2019-6-01,0
313380,Itaúna,2019,7,2019-7-01,0
313380,Itaúna,2019,8,2019-8-01,0
313380,Itaúna,2019,9,2019-9-01,0
313380,Itaúna,2019,10,2019-10-01,1
313380,Itaúna,2019,11,2019-11-01,0
313380,Itaúna,2019,12,2019-12-01,0
313400,Itinga,2019,1,2019-1-01,0
313400,Itinga,2019,2,2019-2-01,0
313400,Itinga,2019,3,2019-3-01,0
313400,Itinga,2019,4,2019-4-01,0
313400,Itinga,2019,5,2019-5-01,0
313400,Itinga,2019,6,2019-6-01,0
313400,Itinga,2019,7,2019-7-01,4
313400,Itinga,2019,8,2019-8-01,0
313400,Itinga,2019,9,2019-9-01,0
313400,Itinga,2019,10,2019-10-01,0
313400,Itinga,2019,11,2019-11-01,0
313400,Itinga,2019,12,2019-12-01,0
313410,Itueta,2019,1,2019-1-01,0
313410,Itueta,2019,2,2019-2-01,1
313410,Itueta,2019,3,2019-3-01,0
313410,Itueta,2019,4,2019-4-01,0
313410,Itueta,2019,5,2019-5-01,0
313410,Itueta,2019,6,2019-6-01,0
313410,Itueta,2019,7,2019-7-01,0
313410,Itueta,2019,8,2019-8-01,0
313410,Itueta,2019,9,2019-9-01,0
313410,Itueta,2019,10,2019-10-01,0
313410,Itueta,2019,11,2019-11-01,0
313410,Itueta,2019,12,2019-12-01,0
313420,Ituiutaba,2019,1,2019-1-01,2
313420,Ituiutaba,2019,2,2019-2-01,1
313420,Ituiutaba,2019,3,2019-3-01,3
313420,Ituiutaba,2019,4,2019-4-01,0
313420,Ituiutaba,2019,5,2019-5-01,1
313420,Ituiutaba,2019,6,2019-6-01,2
313420,Ituiutaba,2019,7,2019-7-01,2
313420,Ituiutaba,2019,8,2019-8-01,3
313420,Ituiutaba,2019,9,2019-9-01,0
313420,Ituiutaba,2019,10,2019-10-01,0
313420,Ituiutaba,2019,11,2019-11-01,5
313420,Ituiutaba,2019,12,2019-12-01,1
313440,Iturama,2019,1,2019-1-01,0
313440,Iturama,2019,2,2019-2-01,0
313440,Iturama,2019,3,2019-3-01,0
313440,Iturama,2019,4,2019-4-01,0
313440,Iturama,2019,5,2019-5-01,0
313440,Iturama,2019,6,2019-6-01,0
313440,Iturama,2019,7,2019-7-01,1
313440,Iturama,2019,8,2019-8-01,0
313440,Iturama,2019,9,2019-9-01,1
313440,Iturama,2019,10,2019-10-01,0
313440,Iturama,2019,11,2019-11-01,2
313440,Iturama,2019,12,2019-12-01,1
313460,Jaboticatubas,2019,1,2019-1-01,0
313460,Jaboticatubas,2019,2,2019-2-01,0
313460,Jaboticatubas,2019,3,2019-3-01,0
313460,Jaboticatubas,2019,4,2019-4-01,0
313460,Jaboticatubas,2019,5,2019-5-01,0
313460,Jaboticatubas,2019,6,2019-6-01,0
313460,Jaboticatubas,2019,7,2019-7-01,0
313460,Jaboticatubas,2019,8,2019-8-01,0
313460,Jaboticatubas,2019,9,2019-9-01,1
313460,Jaboticatubas,2019,10,2019-10-01,0
313460,Jaboticatubas,2019,11,2019-11-01,0
313460,Jaboticatubas,2019,12,2019-12-01,0
313470,Jacinto,2019,1,2019-1-01,0
313470,Jacinto,2019,2,2019-2-01,1
313470,Jacinto,2019,3,2019-3-01,0
313470,Jacinto,2019,4,2019-4-01,1
313470,Jacinto,2019,5,2019-5-01,1
313470,Jacinto,2019,6,2019-6-01,0
313470,Jacinto,2019,7,2019-7-01,0
313470,Jacinto,2019,8,2019-8-01,0
313470,Jacinto,2019,9,2019-9-01,2
313470,Jacinto,2019,10,2019-10-01,0
313470,Jacinto,2019,11,2019-11-01,1
313470,Jacinto,2019,12,2019-12-01,0
313510,Janaúba,2019,1,2019-1-01,1
313510,Janaúba,2019,2,2019-2-01,0
313510,Janaúba,2019,3,2019-3-01,1
313510,Janaúba,2019,4,2019-4-01,0
313510,Janaúba,2019,5,2019-5-01,0
313510,Janaúba,2019,6,2019-6-01,0
313510,Janaúba,2019,7,2019-7-01,5
313510,Janaúba,2019,8,2019-8-01,1
313510,Janaúba,2019,9,2019-9-01,1
313510,Janaúba,2019,10,2019-10-01,1
313510,Janaúba,2019,11,2019-11-01,1
313510,Janaúba,2019,12,2019-12-01,0
313520,Januária,2019,1,2019-1-01,3
313520,Januária,2019,2,2019-2-01,1
