codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_hanseniase
310010,Abadia dos Dourados,2021,1,2021-1-01,0
310010,Abadia dos Dourados,2021,2,2021-2-01,0
310010,Abadia dos Dourados,2021,3,2021-3-01,1
310010,Abadia dos Dourados,2021,4,2021-4-01,1
310010,Abadia dos Dourados,2021,5,2021-5-01,0
310020,Abaeté,2021,1,2021-1-01,0
310020,Abaeté,2021,2,2021-2-01,0
310020,Abaeté,2021,3,2021-3-01,0
310020,Abaeté,2021,4,2021-4-01,1
310020,Abaeté,2021,5,2021-5-01,0
310030,Abre Campo,2021,1,2021-1-01,0
310030,Abre Campo,2021,2,2021-2-01,0
310030,Abre Campo,2021,3,2021-3-01,1
310030,Abre Campo,2021,4,2021-4-01,0
310030,Abre Campo,2021,5,2021-5-01,0
310160,Alfenas,2021,1,2021-1-01,0
310160,Alfenas,2021,2,2021-2-01,0
310160,Alfenas,2021,3,2021-3-01,1
310160,Alfenas,2021,4,2021-4-01,1
310160,Alfenas,2021,5,2021-5-01,0
310170,Almenara,2021,1,2021-1-01,1
310170,Almenara,2021,2,2021-2-01,3
310170,Almenara,2021,3,2021-3-01,2
310170,Almenara,2021,4,2021-4-01,0
310170,Almenara,2021,5,2021-5-01,0
310190,Alpinópolis,2021,1,2021-1-01,0
310190,Alpinópolis,2021,2,2021-2-01,0
310190,Alpinópolis,2021,3,2021-3-01,1
310190,Alpinópolis,2021,4,2021-4-01,0
310190,Alpinópolis,2021,5,2021-5-01,0
310340,Araçuaí,2021,1,2021-1-01,1
310340,Araçuaí,2021,2,2021-2-01,0
310340,Araçuaí,2021,3,2021-3-01,0
310340,Araçuaí,2021,4,2021-4-01,0
310340,Araçuaí,2021,5,2021-5-01,1
310350,Araguari,2021,1,2021-1-01,0
310350,Araguari,2021,2,2021-2-01,1
310350,Araguari,2021,3,2021-3-01,1
310350,Araguari,2021,4,2021-4-01,0
310350,Araguari,2021,5,2021-5-01,0
310400,Araxá,2021,1,2021-1-01,1
310400,Araxá,2021,2,2021-2-01,1
310400,Araxá,2021,3,2021-3-01,2
310400,Araxá,2021,4,2021-4-01,0
310400,Araxá,2021,5,2021-5-01,0
310450,Arinos,2021,1,2021-1-01,0
310450,Arinos,2021,2,2021-2-01,1
310450,Arinos,2021,3,2021-3-01,0
310450,Arinos,2021,4,2021-4-01,1
310450,Arinos,2021,5,2021-5-01,0
310470,Ataléia,2021,1,2021-1-01,1
310470,Ataléia,2021,2,2021-2-01,0
310470,Ataléia,2021,3,2021-3-01,0
310470,Ataléia,2021,4,2021-4-01,0
310470,Ataléia,2021,5,2021-5-01,0
310490,Baependi,2021,1,2021-1-01,0
310490,Baependi,2021,2,2021-2-01,0
310490,Baependi,2021,3,2021-3-01,0
310490,Baependi,2021,4,2021-4-01,1
310490,Baependi,2021,5,2021-5-01,0
310530,Bandeira do Sul,2021,1,2021-1-01,0
310530,Bandeira do Sul,2021,2,2021-2-01,0
310530,Bandeira do Sul,2021,3,2021-3-01,0
310530,Bandeira do Sul,2021,4,2021-4-01,1
310530,Bandeira do Sul,2021,5,2021-5-01,0
310620,Belo Horizonte,2021,1,2021-1-01,3
310620,Belo Horizonte,2021,2,2021-2-01,5
310620,Belo Horizonte,2021,3,2021-3-01,1
310620,Belo Horizonte,2021,4,2021-4-01,1
310620,Belo Horizonte,2021,5,2021-5-01,0
310670,Betim,2021,1,2021-1-01,1
310670,Betim,2021,2,2021-2-01,4
310670,Betim,2021,3,2021-3-01,0
310670,Betim,2021,4,2021-4-01,1
310670,Betim,2021,5,2021-5-01,0
310700,Biquinhas,2021,1,2021-1-01,0
310700,Biquinhas,2021,2,2021-2-01,0
310700,Biquinhas,2021,3,2021-3-01,0
310700,Biquinhas,2021,4,2021-4-01,1
310700,Biquinhas,2021,5,2021-5-01,0
310740,Bom Despacho,2021,1,2021-1-01,0
310740,Bom Despacho,2021,2,2021-2-01,1
310740,Bom Despacho,2021,3,2021-3-01,0
310740,Bom Despacho,2021,4,2021-4-01,0
310740,Bom Despacho,2021,5,2021-5-01,0
310920,Buenópolis,2021,1,2021-1-01,1
310920,Buenópolis,2021,2,2021-2-01,0
310920,Buenópolis,2021,3,2021-3-01,0
310920,Buenópolis,2021,4,2021-4-01,1
310920,Buenópolis,2021,5,2021-5-01,0
310940,Buritizeiro,2021,1,2021-1-01,1
310940,Buritizeiro,2021,2,2021-2-01,0
310940,Buritizeiro,2021,3,2021-3-01,0
310940,Buritizeiro,2021,4,2021-4-01,0
310940,Buritizeiro,2021,5,2021-5-01,0
311080,Campanário,2021,1,2021-1-01,1
311080,Campanário,2021,2,2021-2-01,0
311080,Campanário,2021,3,2021-3-01,0
311080,Campanário,2021,4,2021-4-01,0
311080,Campanário,2021,5,2021-5-01,0
311100,Campestre,2021,1,2021-1-01,0
311100,Campestre,2021,2,2021-2-01,1
311100,Campestre,2021,3,2021-3-01,0
311100,Campestre,2021,4,2021-4-01,0
311100,Campestre,2021,5,2021-5-01,0
311110,Campina Verde,2021,1,2021-1-01,1
311110,Campina Verde,2021,2,2021-2-01,0
311110,Campina Verde,2021,3,2021-3-01,0
311110,Campina Verde,2021,4,2021-4-01,0
311110,Campina Verde,2021,5,2021-5-01,0
311170,Canaã,2021,1,2021-1-01,0
311170,Canaã,2021,2,2021-2-01,0
311170,Canaã,2021,3,2021-3-01,1
311170,Canaã,2021,4,2021-4-01,0
311170,Canaã,2021,5,2021-5-01,0
311180,Canápolis,2021,1,2021-1-01,0
311180,Canápolis,2021,2,2021-2-01,1
311180,Canápolis,2021,3,2021-3-01,0
311180,Canápolis,2021,4,2021-4-01,0
311180,Canápolis,2021,5,2021-5-01,0
311260,Capinópolis,2021,1,2021-1-01,0
311260,Capinópolis,2021,2,2021-2-01,1
311260,Capinópolis,2021,3,2021-3-01,0
311260,Capinópolis,2021,4,2021-4-01,0
311260,Capinópolis,2021,5,2021-5-01,0
311265,Capitão Andrade,2021,1,2021-1-01,0
311265,Capitão Andrade,2021,2,2021-2-01,0
311265,Capitão Andrade,2021,3,2021-3-01,1
311265,Capitão Andrade,2021,4,2021-4-01,0
311265,Capitão Andrade,2021,5,2021-5-01,0
311270,Capitão Enéas,2021,1,2021-1-01,0
311270,Capitão Enéas,2021,2,2021-2-01,1
311270,Capitão Enéas,2021,3,2021-3-01,0
311270,Capitão Enéas,2021,4,2021-4-01,1
311270,Capitão Enéas,2021,5,2021-5-01,0
311390,Carmo da Cachoeira,2021,1,2021-1-01,0
311390,Carmo da Cachoeira,2021,2,2021-2-01,0
311390,Carmo da Cachoeira,2021,3,2021-3-01,0
311390,Carmo da Cachoeira,2021,4,2021-4-01,0
311390,Carmo da Cachoeira,2021,5,2021-5-01,1
311410,Carmo de Minas,2021,1,2021-1-01,0
311410,Carmo de Minas,2021,2,2021-2-01,0
311410,Carmo de Minas,2021,3,2021-3-01,1
311410,Carmo de Minas,2021,4,2021-4-01,0
311410,Carmo de Minas,2021,5,2021-5-01,0
311455,Carneirinho,2021,1,2021-1-01,0
311455,Carneirinho,2021,2,2021-2-01,0
311455,Carneirinho,2021,3,2021-3-01,1
311455,Carneirinho,2021,4,2021-4-01,0
311455,Carneirinho,2021,5,2021-5-01,0
311535,Catas Altas,2021,1,2021-1-01,0
311535,Catas Altas,2021,2,2021-2-01,0
311535,Catas Altas,2021,3,2021-3-01,0
311535,Catas Altas,2021,4,2021-4-01,1
311535,Catas Altas,2021,5,2021-5-01,0
311545,Catuji,2021,1,2021-1-01,0
311545,Catuji,2021,2,2021-2-01,1
311545,Catuji,2021,3,2021-3-01,0
311545,Catuji,2021,4,2021-4-01,0
311545,Catuji,2021,5,2021-5-01,0
311580,Centralina,2021,1,2021-1-01,0
311580,Centralina,2021,2,2021-2-01,1
311580,Centralina,2021,3,2021-3-01,0
311580,Centralina,2021,4,2021-4-01,1
311580,Centralina,2021,5,2021-5-01,0
311730,Conceição das Alagoas,2021,1,2021-1-01,0
311730,Conceição das Alagoas,2021,2,2021-2-01,1
311730,Conceição das Alagoas,2021,3,2021-3-01,0
311730,Conceição das Alagoas,2021,4,2021-4-01,1
311730,Conceição das Alagoas,2021,5,2021-5-01,0
311830,Conselheiro Lafaiete,2021,1,2021-1-01,0
311830,Conselheiro Lafaiete,2021,2,2021-2-01,1
311830,Conselheiro Lafaiete,2021,3,2021-3-01,0
311830,Conselheiro Lafaiete,2021,4,2021-4-01,0
311830,Conselheiro Lafaiete,2021,5,2021-5-01,0
311860,Contagem,2021,1,2021-1-01,0
311860,Contagem,2021,2,2021-2-01,0
311860,Contagem,2021,3,2021-3-01,2
311860,Contagem,2021,4,2021-4-01,0
311860,Contagem,2021,5,2021-5-01,0
311940,Coronel Fabriciano,2021,1,2021-1-01,4
311940,Coronel Fabriciano,2021,2,2021-2-01,0
311940,Coronel Fabriciano,2021,3,2021-3-01,1
311940,Coronel Fabriciano,2021,4,2021-4-01,1
311940,Coronel Fabriciano,2021,5,2021-5-01,0
311950,Coronel Murta,2021,1,2021-1-01,1
311950,Coronel Murta,2021,2,2021-2-01,0
311950,Coronel Murta,2021,3,2021-3-01,0
311950,Coronel Murta,2021,4,2021-4-01,0
311950,Coronel Murta,2021,5,2021-5-01,0
312083,Cuparaque,2021,1,2021-1-01,0
312083,Cuparaque,2021,2,2021-2-01,1
312083,Cuparaque,2021,3,2021-3-01,1
312083,Cuparaque,2021,4,2021-4-01,0
312083,Cuparaque,2021,5,2021-5-01,0
312200,Divino,2021,1,2021-1-01,2
312200,Divino,2021,2,2021-2-01,0
312200,Divino,2021,3,2021-3-01,0
312200,Divino,2021,4,2021-4-01,0
312200,Divino,2021,5,2021-5-01,0
312230,Divinópolis,2021,1,2021-1-01,1
312230,Divinópolis,2021,2,2021-2-01,0
312230,Divinópolis,2021,3,2021-3-01,0
312230,Divinópolis,2021,4,2021-4-01,0
312230,Divinópolis,2021,5,2021-5-01,0
312320,Dores do Indaiá,2021,1,2021-1-01,0
312320,Dores do Indaiá,2021,2,2021-2-01,2
312320,Dores do Indaiá,2021,3,2021-3-01,0
312320,Dores do Indaiá,2021,4,2021-4-01,0
312320,Dores do Indaiá,2021,5,2021-5-01,0
312350,Douradoquara,2021,1,2021-1-01,1
312350,Douradoquara,2021,2,2021-2-01,0
312350,Douradoquara,2021,3,2021-3-01,0
312350,Douradoquara,2021,4,2021-4-01,0
312350,Douradoquara,2021,5,2021-5-01,0
312610,Formiga,2021,1,2021-1-01,1
312610,Formiga,2021,2,2021-2-01,0
312610,Formiga,2021,3,2021-3-01,1
312610,Formiga,2021,4,2021-4-01,0
312610,Formiga,2021,5,2021-5-01,0
312710,Frutal,2021,1,2021-1-01,0
312710,Frutal,2021,2,2021-2-01,1
312710,Frutal,2021,3,2021-3-01,0
312710,Frutal,2021,4,2021-4-01,0
312710,Frutal,2021,5,2021-5-01,0
312735,Glaucilândia,2021,1,2021-1-01,0
312735,Glaucilândia,2021,2,2021-2-01,0
312735,Glaucilândia,2021,3,2021-3-01,1
312735,Glaucilândia,2021,4,2021-4-01,0
312735,Glaucilândia,2021,5,2021-5-01,0
312737,Goiabeira,2021,1,2021-1-01,0
312737,Goiabeira,2021,2,2021-2-01,1
312737,Goiabeira,2021,3,2021-3-01,0
312737,Goiabeira,2021,4,2021-4-01,0
312737,Goiabeira,2021,5,2021-5-01,0
312770,Governador Valadares,2021,1,2021-1-01,4
312770,Governador Valadares,2021,2,2021-2-01,1
312770,Governador Valadares,2021,3,2021-3-01,6
312770,Governador Valadares,2021,4,2021-4-01,2
312770,Governador Valadares,2021,5,2021-5-01,0
312980,Ibirité,2021,1,2021-1-01,0
312980,Ibirité,2021,2,2021-2-01,1
312980,Ibirité,2021,3,2021-3-01,0
312980,Ibirité,2021,4,2021-4-01,0
312980,Ibirité,2021,5,2021-5-01,0
313010,Igarapé,2021,1,2021-1-01,0
313010,Igarapé,2021,2,2021-2-01,0
313010,Igarapé,2021,3,2021-3-01,0
313010,Igarapé,2021,4,2021-4-01,1
313010,Igarapé,2021,5,2021-5-01,0
313070,Indianópolis,2021,1,2021-1-01,0
313070,Indianópolis,2021,2,2021-2-01,0
313070,Indianópolis,2021,3,2021-3-01,1
313070,Indianópolis,2021,4,2021-4-01,0
313070,Indianópolis,2021,5,2021-5-01,0
313115,Ipaba,2021,1,2021-1-01,0
313115,Ipaba,2021,2,2021-2-01,0
313115,Ipaba,2021,3,2021-3-01,0
313115,Ipaba,2021,4,2021-4-01,0
313115,Ipaba,2021,5,2021-5-01,1
313130,Ipatinga,2021,1,2021-1-01,0
313130,Ipatinga,2021,2,2021-2-01,2
313130,Ipatinga,2021,3,2021-3-01,2
313130,Ipatinga,2021,4,2021-4-01,0
313130,Ipatinga,2021,5,2021-5-01,0
313140,Ipiaçu,2021,1,2021-1-01,0
313140,Ipiaçu,2021,2,2021-2-01,0
313140,Ipiaçu,2021,3,2021-3-01,1
313140,Ipiaçu,2021,4,2021-4-01,0
313140,Ipiaçu,2021,5,2021-5-01,0
313210,Itacarambi,2021,1,2021-1-01,1
313210,Itacarambi,2021,2,2021-2-01,0
313210,Itacarambi,2021,3,2021-3-01,0
313210,Itacarambi,2021,4,2021-4-01,1
313210,Itacarambi,2021,5,2021-5-01,0
313270,Itambacuri,2021,1,2021-1-01,1
313270,Itambacuri,2021,2,2021-2-01,4
313270,Itambacuri,2021,3,2021-3-01,1
313270,Itambacuri,2021,4,2021-4-01,1
313270,Itambacuri,2021,5,2021-5-01,1
313420,Ituiutaba,2021,1,2021-1-01,0
313420,Ituiutaba,2021,2,2021-2-01,1
313420,Ituiutaba,2021,3,2021-3-01,1
313420,Ituiutaba,2021,4,2021-4-01,2
313420,Ituiutaba,2021,5,2021-5-01,0
313440,Iturama,2021,1,2021-1-01,2
313440,Iturama,2021,2,2021-2-01,0
313440,Iturama,2021,3,2021-3-01,0
313440,Iturama,2021,4,2021-4-01,0
313440,Iturama,2021,5,2021-5-01,0
313505,Jaíba,2021,1,2021-1-01,0
313505,Jaíba,2021,2,2021-2-01,1
313505,Jaíba,2021,3,2021-3-01,0
313505,Jaíba,2021,4,2021-4-01,0
313505,Jaíba,2021,5,2021-5-01,0
313510,Janaúba,2021,1,2021-1-01,2
313510,Janaúba,2021,2,2021-2-01,0
313510,Janaúba,2021,3,2021-3-01,0
313510,Janaúba,2021,4,2021-4-01,0
313510,Janaúba,2021,5,2021-5-01,0
313520,Januária,2021,1,2021-1-01,0
313520,Januária,2021,2,2021-2-01,2
313520,Januária,2021,3,2021-3-01,0
313520,Januária,2021,4,2021-4-01,1
313520,Januária,2021,5,2021-5-01,0
313580,Jequitinhonha,2021,1,2021-1-01,0
313580,Jequitinhonha,2021,2,2021-2-01,1
313580,Jequitinhonha,2021,3,2021-3-01,0
313580,Jequitinhonha,2021,4,2021-4-01,0
313580,Jequitinhonha,2021,5,2021-5-01,0
313630,João Pinheiro,2021,1,2021-1-01,0
313630,João Pinheiro,2021,2,2021-2-01,0
313630,João Pinheiro,2021,3,2021-3-01,0
313630,João Pinheiro,2021,4,2021-4-01,3
313630,João Pinheiro,2021,5,2021-5-01,0
313670,Juiz de Fora,2021,1,2021-1-01,1
313670,Juiz de Fora,2021,2,2021-2-01,3
313670,Juiz de Fora,2021,3,2021-3-01,1
313670,Juiz de Fora,2021,4,2021-4-01,0
313670,Juiz de Fora,2021,5,2021-5-01,0
313770,Lajinha,2021,1,2021-1-01,1
313770,Lajinha,2021,2,2021-2-01,0
313770,Lajinha,2021,3,2021-3-01,0
313770,Lajinha,2021,4,2021-4-01,0
313770,Lajinha,2021,5,2021-5-01,0
313840,Leopoldina,2021,1,2021-1-01,0
313840,Leopoldina,2021,2,2021-2-01,0
313840,Leopoldina,2021,3,2021-3-01,1
313840,Leopoldina,2021,4,2021-4-01,0
313840,Leopoldina,2021,5,2021-5-01,0
313930,Manga,2021,1,2021-1-01,0
313930,Manga,2021,2,2021-2-01,0
313930,Manga,2021,3,2021-3-01,1
313930,Manga,2021,4,2021-4-01,1
313930,Manga,2021,5,2021-5-01,0
313940,Manhuaçu,2021,1,2021-1-01,0
313940,Manhuaçu,2021,2,2021-2-01,0
313940,Manhuaçu,2021,3,2021-3-01,2
313940,Manhuaçu,2021,4,2021-4-01,0
313940,Manhuaçu,2021,5,2021-5-01,0
314053,Martins Soares,2021,1,2021-1-01,0
314053,Martins Soares,2021,2,2021-2-01,1
314053,Martins Soares,2021,3,2021-3-01,0
314053,Martins Soares,2021,4,2021-4-01,0
314053,Martins Soares,2021,5,2021-5-01,0
314140,Medina,2021,1,2021-1-01,0
314140,Medina,2021,2,2021-2-01,1
314140,Medina,2021,3,2021-3-01,1
314140,Medina,2021,4,2021-4-01,0
314140,Medina,2021,5,2021-5-01,0
314200,Mirabela,2021,1,2021-1-01,0
314200,Mirabela,2021,2,2021-2-01,2
314200,Mirabela,2021,3,2021-3-01,0
314200,Mirabela,2021,4,2021-4-01,0
314200,Mirabela,2021,5,2021-5-01,0
314270,Montalvânia,2021,1,2021-1-01,0
314270,Montalvânia,2021,2,2021-2-01,0
314270,Montalvânia,2021,3,2021-3-01,0
314270,Montalvânia,2021,4,2021-4-01,1
314270,Montalvânia,2021,5,2021-5-01,0
314330,Montes Claros,2021,1,2021-1-01,5
314330,Montes Claros,2021,2,2021-2-01,4
314330,Montes Claros,2021,3,2021-3-01,4
314330,Montes Claros,2021,4,2021-4-01,12
314330,Montes Claros,2021,5,2021-5-01,7
314420,Nacip Raydan,2021,1,2021-1-01,0
314420,Nacip Raydan,2021,2,2021-2-01,0
314420,Nacip Raydan,2021,3,2021-3-01,0
314420,Nacip Raydan,2021,4,2021-4-01,1
314420,Nacip Raydan,2021,5,2021-5-01,0
314480,Nova Lima,2021,1,2021-1-01,0
314480,Nova Lima,2021,2,2021-2-01,0
314480,Nova Lima,2021,3,2021-3-01,1
314480,Nova Lima,2021,4,2021-4-01,0
314480,Nova Lima,2021,5,2021-5-01,0
314490,Nova Módica,2021,1,2021-1-01,0
314490,Nova Módica,2021,2,2021-2-01,2
314490,Nova Módica,2021,3,2021-3-01,0
314490,Nova Módica,2021,4,2021-4-01,0
314490,Nova Módica,2021,5,2021-5-01,0
314500,Nova Ponte,2021,1,2021-1-01,2
314500,Nova Ponte,2021,2,2021-2-01,0
314500,Nova Ponte,2021,3,2021-3-01,0
314500,Nova Ponte,2021,4,2021-4-01,0
314500,Nova Ponte,2021,5,2021-5-01,0
314520,Nova Serrana,2021,1,2021-1-01,1
314520,Nova Serrana,2021,2,2021-2-01,1
314520,Nova Serrana,2021,3,2021-3-01,0
314520,Nova Serrana,2021,4,2021-4-01,1
314520,Nova Serrana,2021,5,2021-5-01,0
314535,Novo Oriente de Minas,2021,1,2021-1-01,0
314535,Novo Oriente de Minas,2021,2,2021-2-01,0
314535,Novo Oriente de Minas,2021,3,2021-3-01,1
314535,Novo Oriente de Minas,2021,4,2021-4-01,0
314535,Novo Oriente de Minas,2021,5,2021-5-01,0
314545,Olhos-d'Água,2021,1,2021-1-01,1
314545,Olhos-d'Água,2021,2,2021-2-01,0
314545,Olhos-d'Água,2021,3,2021-3-01,0
314545,Olhos-d'Água,2021,4,2021-4-01,0
314545,Olhos-d'Água,2021,5,2021-5-01,0
314590,Ouro Branco,2021,1,2021-1-01,0
314590,Ouro Branco,2021,2,2021-2-01,0
314590,Ouro Branco,2021,3,2021-3-01,0
314590,Ouro Branco,2021,4,2021-4-01,1
314590,Ouro Branco,2021,5,2021-5-01,0
314610,Ouro Preto,2021,1,2021-1-01,1
314610,Ouro Preto,2021,2,2021-2-01,0
314610,Ouro Preto,2021,3,2021-3-01,0
314610,Ouro Preto,2021,4,2021-4-01,0
314610,Ouro Preto,2021,5,2021-5-01,0
314710,Pará de Minas,2021,1,2021-1-01,0
314710,Pará de Minas,2021,2,2021-2-01,0
314710,Pará de Minas,2021,3,2021-3-01,1
314710,Pará de Minas,2021,4,2021-4-01,0
314710,Pará de Minas,2021,5,2021-5-01,0
314700,Paracatu,2021,1,2021-1-01,3
314700,Paracatu,2021,2,2021-2-01,2
314700,Paracatu,2021,3,2021-3-01,2
314700,Paracatu,2021,4,2021-4-01,1
314700,Paracatu,2021,5,2021-5-01,0
314780,Passa-Vinte,2021,1,2021-1-01,1
314780,Passa-Vinte,2021,2,2021-2-01,0
314780,Passa-Vinte,2021,3,2021-3-01,0
314780,Passa-Vinte,2021,4,2021-4-01,0
314780,Passa-Vinte,2021,5,2021-5-01,0
314790,Passos,2021,1,2021-1-01,0
314790,Passos,2021,2,2021-2-01,0
314790,Passos,2021,3,2021-3-01,0
314790,Passos,2021,4,2021-4-01,1
314790,Passos,2021,5,2021-5-01,0
314800,Patos de Minas,2021,1,2021-1-01,2
314800,Patos de Minas,2021,2,2021-2-01,0
314800,Patos de Minas,2021,3,2021-3-01,0
314800,Patos de Minas,2021,4,2021-4-01,2
314800,Patos de Minas,2021,5,2021-5-01,0
314850,Pavão,2021,1,2021-1-01,0
314850,Pavão,2021,2,2021-2-01,2
314850,Pavão,2021,3,2021-3-01,0
314850,Pavão,2021,4,2021-4-01,0
314850,Pavão,2021,5,2021-5-01,0
314860,Peçanha,2021,1,2021-1-01,1
314860,Peçanha,2021,2,2021-2-01,0
314860,Peçanha,2021,3,2021-3-01,0
314860,Peçanha,2021,4,2021-4-01,0
314860,Peçanha,2021,5,2021-5-01,0
314915,Pedras de Maria da Cruz,2021,1,2021-1-01,0
314915,Pedras de Maria da Cruz,2021,2,2021-2-01,0
314915,Pedras de Maria da Cruz,2021,3,2021-3-01,1
314915,Pedras de Maria da Cruz,2021,4,2021-4-01,0
314915,Pedras de Maria da Cruz,2021,5,2021-5-01,0
314980,Perdizes,2021,1,2021-1-01,0
314980,Perdizes,2021,2,2021-2-01,1
314980,Perdizes,2021,3,2021-3-01,0
314980,Perdizes,2021,4,2021-4-01,0
314980,Perdizes,2021,5,2021-5-01,0
315053,Pingo-d'Água,2021,1,2021-1-01,0
315053,Pingo-d'Água,2021,2,2021-2-01,0
315053,Pingo-d'Água,2021,3,2021-3-01,2
315053,Pingo-d'Água,2021,4,2021-4-01,0
315053,Pingo-d'Água,2021,5,2021-5-01,0
315120,Pirapora,2021,1,2021-1-01,2
315120,Pirapora,2021,2,2021-2-01,2
315120,Pirapora,2021,3,2021-3-01,1
315120,Pirapora,2021,4,2021-4-01,1
315120,Pirapora,2021,5,2021-5-01,0
315150,Piumhi,2021,1,2021-1-01,1
315150,Piumhi,2021,2,2021-2-01,1
315150,Piumhi,2021,3,2021-3-01,0
315150,Piumhi,2021,4,2021-4-01,0
315150,Piumhi,2021,5,2021-5-01,0
315200,Pompéu,2021,1,2021-1-01,0
315200,Pompéu,2021,2,2021-2-01,0
315200,Pompéu,2021,3,2021-3-01,1
315200,Pompéu,2021,4,2021-4-01,0
315200,Pompéu,2021,5,2021-5-01,0
315240,Poté,2021,1,2021-1-01,0
315240,Poté,2021,2,2021-2-01,0
315240,Poté,2021,3,2021-3-01,1
315240,Poté,2021,4,2021-4-01,0
315240,Poté,2021,5,2021-5-01,0
315280,Prata,2021,1,2021-1-01,1
315280,Prata,2021,2,2021-2-01,1
315280,Prata,2021,3,2021-3-01,2
315280,Prata,2021,4,2021-4-01,0
315280,Prata,2021,5,2021-5-01,0
315400,Raul Soares,2021,1,2021-1-01,0
315400,Raul Soares,2021,2,2021-2-01,1
315400,Raul Soares,2021,3,2021-3-01,0
315400,Raul Soares,2021,4,2021-4-01,0
315400,Raul Soares,2021,5,2021-5-01,0
315430,Resplendor,2021,1,2021-1-01,0
315430,Resplendor,2021,2,2021-2-01,1
315430,Resplendor,2021,3,2021-3-01,0
315430,Resplendor,2021,4,2021-4-01,0
315430,Resplendor,2021,5,2021-5-01,0
315460,Ribeirão das Neves,2021,1,2021-1-01,1
315460,Ribeirão das Neves,2021,2,2021-2-01,0
315460,Ribeirão das Neves,2021,3,2021-3-01,0
315460,Ribeirão das Neves,2021,4,2021-4-01,0
315460,Ribeirão das Neves,2021,5,2021-5-01,0
315510,Rio do Prado,2021,1,2021-1-01,0
315510,Rio do Prado,2021,2,2021-2-01,0
315510,Rio do Prado,2021,3,2021-3-01,0
315510,Rio do Prado,2021,4,2021-4-01,1
315510,Rio do Prado,2021,5,2021-5-01,0
315630,Rodeiro,2021,1,2021-1-01,0
315630,Rodeiro,2021,2,2021-2-01,0
315630,Rodeiro,2021,3,2021-3-01,1
315630,Rodeiro,2021,4,2021-4-01,0
315630,Rodeiro,2021,5,2021-5-01,0
315650,Rubelita,2021,1,2021-1-01,1
315650,Rubelita,2021,2,2021-2-01,0
315650,Rubelita,2021,3,2021-3-01,0
315650,Rubelita,2021,4,2021-4-01,0
315650,Rubelita,2021,5,2021-5-01,0
315660,Rubim,2021,1,2021-1-01,0
315660,Rubim,2021,2,2021-2-01,0
315660,Rubim,2021,3,2021-3-01,0
315660,Rubim,2021,4,2021-4-01,1
315660,Rubim,2021,5,2021-5-01,0
315700,Salinas,2021,1,2021-1-01,0
315700,Salinas,2021,2,2021-2-01,0
315700,Salinas,2021,3,2021-3-01,0
315700,Salinas,2021,4,2021-4-01,2
315700,Salinas,2021,5,2021-5-01,0
315737,Santa Cruz de Salinas,2021,1,2021-1-01,1
315737,Santa Cruz de Salinas,2021,2,2021-2-01,0
315737,Santa Cruz de Salinas,2021,3,2021-3-01,0
315737,Santa Cruz de Salinas,2021,4,2021-4-01,0
315737,Santa Cruz de Salinas,2021,5,2021-5-01,0
315770,Santa Juliana,2021,1,2021-1-01,1
315770,Santa Juliana,2021,2,2021-2-01,0
315770,Santa Juliana,2021,3,2021-3-01,0
315770,Santa Juliana,2021,4,2021-4-01,0
315770,Santa Juliana,2021,5,2021-5-01,0
315780,Santa Luzia,2021,1,2021-1-01,0
315780,Santa Luzia,2021,2,2021-2-01,0
315780,Santa Luzia,2021,3,2021-3-01,1
315780,Santa Luzia,2021,4,2021-4-01,0
315780,Santa Luzia,2021,5,2021-5-01,0
315790,Santa Margarida,2021,1,2021-1-01,0
315790,Santa Margarida,2021,2,2021-2-01,0
315790,Santa Margarida,2021,3,2021-3-01,1
315790,Santa Margarida,2021,4,2021-4-01,0
315790,Santa Margarida,2021,5,2021-5-01,0
316110,São Francisco,2021,1,2021-1-01,1
316110,São Francisco,2021,2,2021-2-01,0
316110,São Francisco,2021,3,2021-3-01,1
316110,São Francisco,2021,4,2021-4-01,1
316110,São Francisco,2021,5,2021-5-01,0
316210,São Gotardo,2021,1,2021-1-01,1
316210,São Gotardo,2021,2,2021-2-01,0
316210,São Gotardo,2021,3,2021-3-01,1
316210,São Gotardo,2021,4,2021-4-01,0
316210,São Gotardo,2021,5,2021-5-01,1
316250,São João del Rei,2021,1,2021-1-01,0
316250,São João del Rei,2021,2,2021-2-01,0
316250,São João del Rei,2021,3,2021-3-01,1
316250,São João del Rei,2021,4,2021-4-01,1
316250,São João del Rei,2021,5,2021-5-01,0
316260,São João do Oriente,2021,1,2021-1-01,0
316260,São João do Oriente,2021,2,2021-2-01,1
316260,São João do Oriente,2021,3,2021-3-01,0
316260,São João do Oriente,2021,4,2021-4-01,0
316260,São João do Oriente,2021,5,2021-5-01,0
316270,São João do Paraíso,2021,1,2021-1-01,2
316270,São João do Paraíso,2021,2,2021-2-01,0
316270,São João do Paraíso,2021,3,2021-3-01,0
316270,São João do Paraíso,2021,4,2021-4-01,0
316270,São João do Paraíso,2021,5,2021-5-01,0
316290,São João Nepomuceno,2021,1,2021-1-01,0
316290,São João Nepomuceno,2021,2,2021-2-01,0
316290,São João Nepomuceno,2021,3,2021-3-01,1
316290,São João Nepomuceno,2021,4,2021-4-01,0
316290,São João Nepomuceno,2021,5,2021-5-01,0
316292,São Joaquim de Bicas,2021,1,2021-1-01,1
316292,São Joaquim de Bicas,2021,2,2021-2-01,0
